Телефон_new,ЧислоЗаказов,ОбщаяСуммаПокупок,ОбщееКоличествоТоваров,СреднийЧек,СрКолТоваров_вЧеке,G2_ДЕТСКОЕ ПИТАНИЕ,G2_ИГРУШКИ,"G2_КАНЦТОВАРЫ, КНИГИ, ДИСКИ",G2_КОСМЕТИКА/ГИГИЕНА,G2_КРУПНОГАБАРИТНЫЙ ТОВАР,G2_ОБУВЬ,G2_ПОДГУЗНИКИ,G2_СОПУТСТВУЮЩИЕ ТОВАРЫ,"G2_ТЕКСТИЛЬ, ТРИКОТАЖ",G2_ТОВАРЫ ДЛЯ КОРМЛЕНИЯ,K9_Кластер,K10_Кластер,K11_Кластер,G8_Кластер,G9_Кластер,G10_Кластер,G11_Кластер
55575054-49505253515173,1,2205.0,5,2205.0,5.0,0,0,0,0,0,0,0,0,5,0,0,4,2,6,6,1,6
55575054-49505255554871,1,1312.0,7,1312.0,7.0,0,2,0,0,0,0,0,0,5,0,0,4,2,3,3,4,3
55575054-49505356535474,1,390.0,1,390.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49505357495671,1,3771.0,5,3771.0,5.0,0,4,0,0,1,0,0,0,0,0,3,3,0,3,3,6,3
55575054-49505357525172,1,5985.0,1,5985.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49505451515774,1,786.0,3,786.0,3.0,0,0,0,0,0,0,2,0,0,0,5,6,3,1,3,8,5
55575054-49505453535775,1,4671.0,11,4671.0,11.0,4,0,0,4,0,0,1,0,0,0,6,7,9,0,0,5,9
55575054-49505453575679,1,2800.0,4,2800.0,4.0,2,0,0,0,0,0,1,0,0,0,5,8,1,0,0,5,9
55575054-49505454514873,1,699.0,1,699.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49505456535775,2,1347.0,5,673.5,2.5,0,0,0,1,0,0,1,0,0,2,5,8,1,5,5,0,10
55575054-49505457495070,2,4395.0,4,2197.5,2.0,0,0,0,0,0,0,3,0,0,0,5,6,3,5,5,0,10
55575054-49505549494878,1,5999.0,1,5999.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,4,6,6,1,6
55575054-49505550514875,2,3548.0,5,1774.0,2.5,0,1,0,0,0,1,0,0,3,0,0,1,2,2,2,9,2
55575054-49505552525578,1,140.0,1,140.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55575054-49505552565778,2,1509.65,7,754.82,3.5,0,2,0,1,0,0,0,0,0,0,1,0,8,5,5,0,10
55575054-49505553515577,1,699.0,1,699.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-49505553535570,1,1885.0,2,1885.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49505553564976,1,244.0,1,244.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55575054-49505554485074,1,359.0,1,359.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49505554505175,1,2283.0,13,2283.0,13.0,3,0,0,0,0,0,2,0,0,0,6,7,9,0,0,5,9
55575054-49505556565674,1,1593.0,6,1593.0,6.0,0,0,0,3,0,0,1,0,2,0,4,5,5,5,5,5,9
55575054-49505650515179,1,826.0,1,826.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49505651544977,1,2969.0,2,2969.0,2.0,0,0,1,0,1,0,0,0,0,0,2,8,4,4,4,5,9
55575054-49505652525376,2,1877.0,5,938.5,2.5,0,0,0,0,0,0,0,0,5,0,0,4,2,5,2,0,2
55575054-49505654565370,1,693.0,1,693.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49505655535279,1,1357.0,4,1357.0,4.0,0,0,0,2,0,0,0,0,0,2,4,5,5,6,6,8,9
55575054-49505657544974,1,870.0,1,870.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575054-49505749565275,1,2398.0,2,2398.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-49505752505070,2,2637.0,3,1318.5,1.5,0,3,0,0,0,0,0,0,0,0,1,0,0,5,2,0,2
55575054-49505753504871,1,998.0,2,998.0,2.0,0,0,0,0,0,0,0,0,2,0,2,1,2,6,6,1,6
55575054-49505755554977,1,1250.0,3,1250.0,3.0,0,0,0,2,0,0,0,0,0,1,4,5,5,6,6,8,9
55575054-49505757485278,1,1730.0,1,1730.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575054-49505757515675,1,1068.0,1,1068.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55575054-49505757575178,1,929.0,2,929.0,2.0,0,0,0,0,0,0,0,0,2,0,2,1,2,6,6,1,6
55575054-49514848575777,1,774.0,3,774.0,3.0,1,0,0,0,0,0,0,0,1,0,2,8,1,0,0,5,9
55575054-49514850485776,1,1890.0,1,1890.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-49514851565278,1,2290.0,1,2290.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-49514852565476,1,2635.0,7,2635.0,7.0,2,2,0,0,0,0,1,0,0,0,1,0,8,0,0,5,9
55575054-49514855484870,1,1990.0,1,1990.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575054-49514855484871,1,1095.0,1,1095.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-49514855535378,1,7649.0,2,7649.0,2.0,0,0,0,0,2,0,0,0,0,0,7,2,4,3,3,6,3
55575054-49514948525472,1,699.0,1,699.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49514951525576,1,2995.0,1,2995.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49514952495671,1,2149.0,1,2149.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49514954555575,5,9327.0,6,1865.4,1.2,0,1,0,0,0,0,3,0,1,0,5,6,3,5,5,3,4
55575054-49515048554978,1,1155.0,2,1155.0,2.0,0,0,0,1,0,0,1,0,0,0,5,8,1,5,5,8,5
55575054-49515048574975,2,974.0,4,487.0,2.0,0,2,0,2,0,0,0,0,0,0,1,0,8,5,5,0,10
55575054-49515055485370,1,780.0,1,780.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-49515055485570,1,3796.0,4,3796.0,4.0,0,0,0,0,0,0,3,0,0,0,5,6,3,1,3,8,5
55575054-49515055575477,1,5028.0,12,5028.0,12.0,0,0,0,0,0,0,1,0,0,0,5,8,1,3,3,5,5
55575054-49515057565274,1,1099.0,1,1099.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49515150505574,1,2859.0,3,2859.0,3.0,0,0,0,0,0,0,0,0,3,0,0,1,2,6,6,1,6
55575054-49515151485478,1,921.0,3,921.0,3.0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,6,1
55575054-49515151535171,1,1730.0,1,1730.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49515153495176,1,385.0,2,385.0,2.0,0,0,0,1,1,0,0,0,0,0,2,8,1,5,5,5,9
55575054-49515154525078,2,7223.0,7,3611.5,3.5,0,0,0,1,0,0,6,0,0,0,5,6,3,5,5,0,10
55575054-49515155535071,1,366.0,5,366.0,5.0,3,0,0,0,0,0,0,0,0,0,6,7,9,0,0,5,9
55575054-49515155555379,1,2414.0,1,2414.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49515156564871,1,1149.0,1,1149.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49515249564977,2,3998.0,3,1999.0,1.5,0,0,0,0,0,0,2,0,0,0,5,6,3,5,5,0,10
55575054-49515250565174,1,2800.0,1,2800.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49515251485379,1,2755.0,1,2755.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49515251554973,1,2190.0,2,2190.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-49515252504872,1,413.0,1,413.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55575054-49515252504974,1,1786.0,4,1786.0,4.0,0,2,0,0,0,0,2,0,0,0,5,6,3,1,3,4,3
55575054-49515252515471,1,1666.0,1,1666.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49515252525370,1,480.0,2,480.0,2.0,0,1,0,0,0,1,0,0,0,0,1,0,8,2,2,9,2
55575054-49515253515072,1,1444.0,1,1444.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575054-49515253534870,1,4460.0,1,4460.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49515254545278,1,6246.0,2,6246.0,2.0,0,0,0,0,0,1,0,0,1,0,2,8,4,6,6,1,6
55575054-49515256535570,1,4299.0,1,4299.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49515256565676,1,2660.0,1,2660.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49515348514970,1,2538.0,2,2538.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-49515348555371,1,1142.0,5,1142.0,5.0,0,5,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55575054-49515349535176,1,656.0,2,656.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,4,1
55575054-49515350515476,1,1166.0,1,1166.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49515350545770,1,144.0,1,144.0,1.0,0,0,0,1,0,0,0,0,0,0,2,8,1,6,6,8,5
55575054-49515351525072,1,549.0,1,549.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49515351555177,1,2851.0,1,2851.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49515351555370,1,580.0,1,580.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55575054-49515352485574,2,1910.0,2,955.0,1.0,0,0,0,0,0,2,0,0,0,0,2,8,1,2,2,9,2
55575054-49515352554979,1,2150.0,1,2150.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49515355545676,1,1215.0,1,1215.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55575054-49515448485778,2,4590.0,2,2295.0,1.0,0,0,0,0,1,0,1,0,0,0,5,8,4,5,2,0,2
55575054-49515448545070,1,1069.0,1,1069.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49515450485576,1,1190.0,1,1190.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49515451525473,1,582.0,2,582.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,4,1
55575054-49515456545276,2,6775.0,2,3387.5,1.0,0,0,0,0,2,0,0,0,0,0,2,8,4,5,2,0,2
55575054-49515549575177,1,2398.0,2,2398.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-49515550495678,1,461.0,4,461.0,4.0,0,1,3,0,0,0,0,0,0,0,8,9,8,1,1,4,1
55575054-49515550515676,1,950.0,1,950.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575054-49515553564971,1,3199.0,1,3199.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-49515556545373,1,2366.0,12,2366.0,12.0,0,10,1,0,0,0,0,0,1,0,3,3,6,4,8,4,9
55575054-49515648505674,1,2072.0,2,2072.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,8,3,3,9,3
55575054-49515648524879,1,1740.0,1,1740.0,1.0,0,0,1,0,0,0,0,0,0,0,2,8,1,1,1,4,1
55575054-49515649525674,1,547.0,2,547.0,2.0,0,1,0,1,0,0,0,0,0,0,1,0,8,5,5,5,9
55575054-49515649545075,2,1584.0,8,792.0,4.0,5,0,0,0,0,0,0,0,0,0,6,7,9,0,0,7,0
55575054-49515649575674,1,2018.0,4,2018.0,4.0,0,0,0,0,0,0,0,0,3,0,0,1,2,6,6,4,3
55575054-49515654545073,1,1122.0,1,1122.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49515655555274,1,1113.0,1,1113.0,1.0,0,0,0,1,0,0,0,0,0,0,2,8,1,6,6,8,5
55575054-49515657505271,1,2014.0000000000002,7,2014.0,7.0,0,1,6,0,0,0,0,0,0,0,8,9,8,1,1,4,1
55575054-49515748495579,1,3980.0,1,3980.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49515748564975,1,282.0,3,282.0,3.0,0,0,0,1,0,0,0,0,0,0,2,8,1,6,6,8,5
55575054-49515751515175,1,1520.0,2,1520.0,2.0,0,0,0,0,0,2,0,0,0,0,2,8,1,6,6,1,6
55575054-49515752545276,1,2166.0,1,2166.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49515753515476,1,2099.0,1,2099.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49515754504876,2,1080.0,2,540.0,1.0,0,0,0,0,0,0,0,0,2,0,2,1,2,5,2,0,2
55575054-49515754504877,1,1420.0,1,1420.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55575054-49515756494876,1,69.0,1,69.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49515757574876,1,999.0,1,999.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-49524848505472,1,6070.0,4,6070.0,4.0,0,0,0,0,0,2,2,0,0,0,5,6,3,2,4,9,4
55575054-49524850485272,1,3440.0,5,3440.0,5.0,0,2,0,1,0,0,1,0,0,0,1,0,8,5,5,5,9
55575054-49524850555273,1,1653.0,4,1653.0,4.0,0,4,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55575054-49524850565472,1,1666.0,4,1666.0,4.0,0,0,0,1,1,0,0,0,0,0,2,8,1,5,5,5,9
55575054-49524853535373,2,2043.0,3,1021.5,1.5,0,1,0,0,0,0,0,0,0,2,1,0,8,5,5,0,10
55575054-49524857524874,1,2971.0,4,2971.0,4.0,0,2,0,0,0,0,0,0,2,0,1,1,2,3,3,4,3
55575054-49524951504975,1,1399.0,1,1399.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49524951515177,1,6248.0,8,6248.0,8.0,0,0,0,0,0,0,1,0,0,0,5,8,4,3,3,8,5
55575054-49524952485272,1,4919.0,1,4919.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49524956505775,1,1377.0,2,1377.0,2.0,0,0,0,1,0,0,1,0,0,0,5,8,1,5,5,8,5
55575054-49524957495473,1,2196.0,11,2196.0,11.0,0,4,0,2,0,0,0,0,5,0,0,4,2,5,5,5,9
55575054-49524957564971,1,2649.0,2,2649.0,2.0,0,1,0,0,1,0,0,0,0,0,1,0,8,3,3,6,3
55575054-49525048575779,1,408.0,2,408.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49525049515272,1,1678.0,3,1678.0,3.0,0,0,0,1,1,0,0,0,0,1,2,8,1,5,5,5,9
55575054-49525054515673,1,1273.0,9,1273.0,9.0,0,7,0,0,0,0,0,0,0,2,3,3,6,3,3,5,3
55575054-49525054565179,1,197.0,1,197.0,1.0,1,0,0,0,0,0,0,0,0,0,2,8,1,0,0,5,9
55575054-49525054575170,2,2044.0,2,1022.0,1.0,0,2,0,0,0,0,0,0,0,0,1,0,8,5,2,0,2
55575054-49525055545672,1,260.0,1,260.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49525055575474,1,901.0,1,901.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-49525056495278,1,599.0,5,599.0,5.0,0,0,5,0,0,0,0,0,0,0,8,9,1,1,1,4,1
55575054-49525148495478,1,899.0,1,899.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49525148565775,1,287.0,1,287.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49525150485579,1,9880.0,1,9880.0,1.0,0,0,0,0,1,0,0,0,0,0,7,2,4,7,7,6,7
55575054-49525154565479,1,1171.0,1,1171.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55575054-49525155575676,1,2310.0,2,2310.0,2.0,0,0,0,0,1,0,1,0,0,0,5,8,1,3,3,9,3
55575054-49525156505575,1,3031.0,1,3031.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49525157515775,1,3490.0,1,3490.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-49525157545670,1,3570.0,3,3570.0,3.0,0,0,0,0,0,0,2,0,0,0,5,6,3,1,3,8,5
55575054-49525250565177,1,2137.0,2,2137.0,2.0,0,1,0,0,0,0,1,0,0,0,1,0,8,1,3,4,3
55575054-49525253504976,1,1984.0,11,1984.0,11.0,0,7,0,0,1,0,0,0,0,3,3,3,6,3,3,5,3
55575054-49525255514878,1,460.0,1,460.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-49525255555474,1,971.0,1,971.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49525256494872,1,361.0,4,361.0,4.0,0,0,0,1,0,0,0,0,3,0,0,1,2,6,6,5,6
55575054-49525256565573,1,2393.0,3,2393.0,3.0,0,1,0,0,0,0,0,0,2,0,2,1,2,3,3,4,3
55575054-49525257524977,1,5718.0,2,5718.0,2.0,0,1,0,0,1,0,0,0,0,0,1,0,4,3,3,6,3
55575054-49525348525372,1,413.0,1,413.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49525348525374,1,1732.0,3,1732.0,3.0,0,1,0,0,0,0,0,0,2,0,2,1,2,3,3,4,3
55575054-49525348535570,1,736.0,11,736.0,11.0,0,8,0,0,0,0,0,0,0,0,3,3,6,3,3,4,3
55575054-49525348555770,1,390.0,1,390.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575054-49525349515371,1,2699.0,1,2699.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49525352515275,2,1023.0,9,511.5,4.5,0,5,0,0,0,0,0,0,0,0,3,3,0,5,5,0,10
55575054-49525353575279,1,2928.0,2,2928.0,2.0,0,1,0,0,0,0,0,0,1,0,1,0,8,3,3,4,3
55575054-49525354575073,1,451.0,3,451.0,3.0,0,1,0,0,0,0,0,0,0,2,1,0,8,3,3,9,3
55575054-49525355484877,2,2620.0,2,1310.0,1.0,0,0,0,0,0,2,0,0,0,0,2,8,1,2,2,9,2
55575054-49525355485573,2,1058.0,3,529.0,1.5,0,0,0,0,0,0,0,0,2,0,2,1,2,5,5,0,10
55575054-49525448495179,1,1440.0,3,1440.0,3.0,0,0,0,0,0,0,0,0,0,3,2,8,1,6,6,8,6
55575054-49525449495075,1,3711.0,1,3711.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49525449535570,1,2676.36,6,2676.36,6.0,0,4,0,2,0,0,0,0,0,0,3,3,0,5,5,5,9
55575054-49525449545076,2,2904.0,3,1452.0,1.5,0,0,0,0,0,0,2,0,0,0,5,6,3,5,5,0,10
55575054-49525450485771,1,1799.0,1,1799.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49525453515773,2,1884.0,3,942.0,1.5,0,1,0,0,0,0,2,0,0,0,5,6,3,5,2,0,2
55575054-49525453555278,1,113.0,2,113.0,2.0,0,1,0,1,0,0,0,0,0,0,1,0,8,5,5,5,9
55575054-49525455515578,1,338.0,1,338.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49525456514874,1,1347.0,4,1347.0,4.0,0,2,0,0,0,0,0,0,2,0,1,1,2,3,3,4,3
55575054-49525456534971,1,2398.0,2,2398.0,2.0,0,0,0,0,0,0,2,0,0,0,5,6,3,1,3,8,5
55575054-49525457484971,1,2098.0,5,2098.0,5.0,0,5,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55575054-49525457495774,1,967.0,4,967.0,4.0,3,0,0,0,0,0,0,0,0,1,6,7,9,0,0,5,9
55575054-49525457555275,3,2883.0,10,961.0,3.33,0,6,1,0,1,0,0,0,2,0,3,3,6,4,4,3,4
55575054-49525457564978,1,3799.0,1,3799.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-49525550525270,1,968.0,2,968.0,2.0,0,0,0,0,0,0,0,0,2,0,2,1,2,6,6,1,6
55575054-49525552535079,1,919.0,1,919.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49525552575579,1,854.05,4,854.05,4.0,2,0,0,1,0,0,0,0,1,0,2,8,1,0,0,5,9
55575054-49525554575570,1,1755.0,1,1755.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49525554575779,1,3576.0,6,3576.0,6.0,0,0,0,4,0,0,2,0,0,0,4,5,5,5,5,8,5
55575054-49525556505073,1,871.0,6,871.0,6.0,0,3,0,1,0,0,0,0,0,2,1,0,0,5,5,5,9
55575054-49525556515379,2,6561.0,8,3280.5,4.0,0,0,0,1,0,0,4,0,0,0,5,6,3,5,5,0,10
55575054-49525648484978,1,2599.0,1,2599.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49525648505673,1,2250.0,2,2250.0,2.0,0,0,0,0,0,0,2,0,0,0,5,6,3,1,3,8,5
55575054-49525648515275,1,3020.0,2,3020.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49525649565072,1,1399.0,1,1399.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49525650504978,1,2929.0,9,2929.0,9.0,4,0,0,0,0,0,1,0,0,0,6,7,9,0,0,5,9
55575054-49525650535775,1,5495.0,1,5495.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49525650545671,1,2399.0,1,2399.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49525650554979,1,1870.0,5,1870.0,5.0,0,1,0,0,0,0,0,0,2,0,1,1,2,3,3,4,3
55575054-49525651494978,1,2799.0,1,2799.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55575054-49525653575075,1,2089.0,1,2089.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49525655555273,1,1619.0,1,1619.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49525657515777,1,340.0,1,340.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49525748485172,1,775.0,1,775.0,1.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-49525750505670,1,2999.0,1,2999.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49525751535371,1,739.0,5,739.0,5.0,0,5,0,0,0,0,0,0,0,0,3,3,0,1,1,6,1
55575054-49525751545274,1,315.0,1,315.0,1.0,0,0,0,0,0,0,0,0,0,1,2,8,1,6,6,8,6
55575054-49525752485579,1,1310.0,2,1310.0,2.0,0,0,0,0,0,1,0,0,1,0,2,8,1,6,6,1,6
55575054-49525753505079,1,1190.0,1,1190.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575054-49525755515178,1,1470.0,1,1470.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55575054-49525756564875,1,1258.0,2,1258.0,2.0,0,0,1,0,1,0,0,0,0,0,2,8,1,4,4,5,9
55575054-49534848535776,2,4852.0,9,2426.0,4.5,0,0,0,0,0,0,0,0,9,0,0,4,10,5,2,0,2
55575054-49534849515575,1,956.0,3,956.0,3.0,0,1,2,0,0,0,0,0,0,0,8,0,8,1,1,4,1
55575054-49534850515070,1,4369.0,1,4369.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49534851525776,1,675.0,1,675.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,1,7,7,6,7
55575054-49534856565070,1,17976.0,2,17976.0,2.0,0,0,0,0,1,0,0,0,0,1,7,2,7,3,3,9,3
55575054-49534948494872,1,1190.0,1,1190.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49534948505478,1,2623.0,7,2623.0,7.0,0,0,0,0,0,0,0,0,7,0,0,4,10,6,6,1,6
55575054-49534949495077,1,1963.0,10,1963.0,10.0,0,1,8,0,0,0,1,0,0,0,8,9,1,4,4,4,9
55575054-49534949555171,2,2190.0,2,1095.0,1.0,0,0,0,0,0,0,2,0,0,0,5,6,3,5,2,0,2
55575054-49534950565379,1,1699.0,1,1699.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49534952565679,1,9168.0,3,9168.0,3.0,0,0,0,0,1,0,1,0,0,0,7,2,4,3,3,5,3
55575054-49534954565372,1,1190.0,1,1190.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49534954575070,1,2185.0,1,2185.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49534955495275,1,2538.0,2,2538.0,2.0,0,0,0,0,0,0,1,0,0,0,5,8,1,1,3,8,5
55575054-49534955505573,2,3620.0,3,1810.0,1.5,0,1,0,0,1,0,1,0,0,0,5,0,8,5,2,0,2
55575054-49534956515079,1,1550.0,1,1550.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575054-49534956535276,1,868.0,1,868.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49535051494872,2,2775.0,8,1387.5,4.0,0,7,0,0,0,0,0,0,1,0,3,3,6,5,2,0,2
55575054-49535052515476,1,2850.0,1,2850.0,1.0,0,0,0,0,1,0,0,0,0,0,2,8,4,7,7,6,7
55575054-49535054495475,1,699.0,1,699.0,1.0,0,0,0,0,0,0,0,0,1,0,2,8,1,6,6,1,6
55575054-49535148564979,1,2198.0,2,2198.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49535149484970,1,18640.0,2,18640.0,2.0,0,0,0,0,2,0,0,0,0,0,7,2,7,3,3,6,3
55575054-49535149525775,1,399.0,1,399.0,1.0,0,0,0,0,0,1,0,0,0,0,2,8,1,6,6,1,6
55575054-49535152565779,1,668.0,1,668.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,6,1
55575054-49535153554878,1,2143.0,3,2143.0,3.0,0,0,0,1,0,0,2,0,0,0,5,6,3,5,5,8,5
